player,phase,total_innings,high_pressure_innings,low_pressure_innings,pts,high_dismissal_rate,low_dismissal_rate,sr_delta,high_pressure_sr,low_pressure_sr,boundary_delta,high_pressure_boundary_pct,low_pressure_boundary_pct,overall_sr,overall_dismissal_rate,overall_dot_density
BB McCullum,PP,126,14,112,2.074,0.5,0.2411,-77.32,61.32,138.64,-0.1438,0.0784,0.2222,130.05,0.2698,0.4226
SP Fleming,PP,11,3,8,0.667,0.3333,0.5,-42.68,89.12,131.8,-0.0946,0.1386,0.2332,120.16,0.4545,0.4626
AC Gilchrist,PP,62,10,52,1.642,0.6,0.3654,-43.09,95.15,138.24,-0.0588,0.1764,0.2352,131.29,0.4032,0.4244
GC Smith,PP,47,15,32,2.438,0.5333,0.2188,-51.05,72.36,123.41,-0.0733,0.127,0.2003,107.12,0.3191,0.4802
CH Gayle,PP,151,37,114,1.961,0.5676,0.2895,-71.24,75.69,146.93,-0.1193,0.1278,0.2472,129.47,0.3576,0.4724
ST Jayasuriya,PP,36,6,30,1.364,0.5,0.3667,-78.61,70.55,149.16,-0.1526,0.1085,0.2611,136.06,0.3889,0.4305
Mohammad Hafeez,PP,47,18,29,1.841,0.4444,0.2414,-32.41,80.38,112.79,-0.0479,0.1332,0.1811,100.37,0.3191,0.5326
Shoaib Malik,PP,13,5,8,1.067,0.4,0.375,-37.46,64.58,102.04,-0.0596,0.0965,0.1562,87.63,0.3846,0.5595
SR Tendulkar,PP,61,8,53,3.786,0.5,0.1321,-32.28,84.88,117.16,-0.0244,0.1642,0.1886,112.93,0.1803,0.4229
V Sehwag,PP,70,5,65,0.565,0.2,0.3538,-58.0,87.79,145.79,-0.1096,0.1371,0.2467,141.65,0.3429,0.3703
KC Sangakkara,PP,37,7,30,1.071,0.2857,0.2667,-47.61,70.02,117.63,-0.0754,0.1192,0.1946,108.62,0.2703,0.4528
S Chanderpaul,PP,12,7,5,0.714,0.4286,0.6,-58.76,72.5,131.26,-0.104,0.1081,0.2121,96.99,0.5,0.5236
LMP Simmons,PP,58,9,49,0.99,0.2222,0.2245,-52.99,72.85,125.84,-0.1017,0.0988,0.2005,117.62,0.2241,0.455
Tamim Iqbal,PP,52,9,43,1.76,0.7778,0.4419,-48.63,67.54,116.17,-0.0624,0.1096,0.1721,107.75,0.5,0.4556
Imran Nazir,PP,14,3,11,1.467,0.6667,0.4545,-78.22,72.7,150.92,-0.1502,0.1143,0.2645,134.16,0.5,0.4749
Salman Butt,PP,22,4,18,2.25,0.75,0.3333,-43.46,67.88,111.34,-0.0832,0.1009,0.1841,103.44,0.4091,0.4552
HH Gibbs,PP,40,10,30,1.5,0.4,0.2667,-44.0,86.41,130.42,-0.0426,0.158,0.2006,119.41,0.3,0.4782
CO Obuya,PP,23,8,15,1.25,0.25,0.2,-57.32,82.56,139.89,-0.105,0.1238,0.2288,119.95,0.2174,0.4737
CJ Chibhabha,PP,16,4,12,2.25,0.75,0.3333,-34.1,72.22,106.32,-0.017,0.1473,0.1643,97.8,0.4375,0.4803
MEK Hussey,PP,53,11,42,3.182,0.4545,0.1429,-51.97,62.76,114.73,-0.0564,0.1049,0.1613,103.95,0.2075,0.4571
RT Ponting,PP,11,3,8,0.889,0.3333,0.375,-15.25,84.44,99.69,-0.0245,0.1175,0.142,95.53,0.3636,0.4935
V Sibanda,PP,17,4,13,3.25,0.5,0.1538,-39.37,75.19,114.56,-0.0657,0.1193,0.185,105.29,0.2353,0.4722
KP Pietersen,PP,40,3,37,2.467,0.3333,0.1351,-47.29,89.63,136.93,-0.0277,0.1776,0.2053,133.38,0.15,0.3638
Kamran Akmal,PP,24,12,12,1.667,0.4167,0.25,-55.28,85.17,140.45,-0.0792,0.1488,0.228,112.81,0.3333,0.5383
RV Uthappa,PP,92,12,80,2.105,0.5,0.2375,-60.44,69.53,129.97,-0.1086,0.0896,0.1982,122.08,0.2717,0.4161
ML Hayden,PP,36,9,27,0.857,0.2222,0.2593,-66.49,78.76,145.26,-0.1,0.148,0.2479,128.63,0.25,0.4454
JP Duminy,PP,21,5,16,3.2,0.2,0.0625,-32.96,78.02,110.98,-0.0669,0.1176,0.1845,103.13,0.0952,0.4849
G Gambhir,PP,130,10,120,2.0,0.5,0.25,-50.71,71.92,122.63,-0.0787,0.1051,0.1839,118.73,0.2692,0.3798
AB de Villiers,PP,42,6,36,2.4,0.3333,0.1389,-20.1,106.43,126.52,0.0069,0.2032,0.1963,123.65,0.1667,0.4294
DPMD Jayawardene,PP,53,9,44,3.259,0.6667,0.2045,-62.12,75.42,137.54,-0.114,0.1285,0.2425,126.99,0.283,0.4314
JD Ryder,PP,35,6,29,1.859,0.8333,0.4483,-74.45,67.78,142.23,-0.0995,0.1261,0.2256,129.46,0.5143,0.4305
LJ Wright,PP,50,6,44,2.75,1.0,0.3636,-41.91,89.17,131.08,-0.0602,0.1437,0.2039,126.05,0.44,0.4217
LRPL Taylor,PP,13,3,10,0.0,0.0,0.2,-57.37,76.11,133.48,-0.0669,0.1444,0.2113,120.24,0.1538,0.4728
SC Ganguly,PP,27,7,20,3.81,0.5714,0.15,-69.3,48.91,118.21,-0.1219,0.0719,0.1938,100.24,0.2593,0.497
S Dhawan,PP,203,24,179,1.865,0.4583,0.2458,-39.35,88.05,127.4,-0.0433,0.1525,0.1958,122.75,0.2709,0.4047
SR Watson,PP,113,30,83,2.475,0.5667,0.2289,-57.77,76.02,133.79,-0.0831,0.1216,0.2048,118.46,0.3186,0.4697
PA Patel,PP,86,9,77,1.528,0.5556,0.3636,-41.89,85.37,127.25,-0.039,0.1679,0.2069,122.87,0.3837,0.4149
WP Saha,PP,58,6,52,1.333,0.6667,0.5,-63.42,78.17,141.59,-0.1017,0.1349,0.2365,135.03,0.5172,0.393
R Dravid,PP,44,11,33,2.25,0.2727,0.1212,-40.64,77.83,118.47,-0.0665,0.1355,0.202,108.31,0.1591,0.4947
AM Rahane,PP,126,13,113,3.401,0.6923,0.2035,-56.82,72.01,128.84,-0.073,0.1229,0.1959,122.97,0.254,0.3982
SE Marsh,PP,100,14,86,1.536,0.2143,0.1395,-37.96,73.81,111.77,-0.0192,0.1328,0.152,106.46,0.15,0.4234
S Badrinath,PP,13,8,5,,0.375,0.0,-56.57,55.14,111.71,-0.0862,0.089,0.1752,76.9,0.2308,0.603
V Kohli,PP,169,15,154,4.4,0.6,0.1364,-62.36,69.26,131.62,-0.094,0.1021,0.1961,126.08,0.1775,0.3776
BJ Hodge,PP,17,3,14,1.556,0.3333,0.2143,-63.87,75.4,139.26,-0.1026,0.124,0.2266,127.99,0.2353,0.4251
SK Raina,PP,72,13,59,2.269,0.4615,0.2034,-47.56,93.07,140.63,-0.0513,0.1757,0.227,132.04,0.25,0.4308
CL White,PP,35,5,30,2.0,0.6,0.3,-58.15,51.61,109.76,-0.1014,0.0567,0.158,101.45,0.3429,0.4576
JH Kallis,PP,70,16,54,1.875,0.3125,0.1667,-28.71,85.98,114.7,-0.0292,0.1447,0.1739,108.13,0.2,0.4567
RG Sharma,PP,181,28,153,2.266,0.6071,0.268,-58.28,81.91,140.19,-0.0895,0.1307,0.2201,131.17,0.3204,0.4301
DR Smith,PP,69,20,49,1.378,0.45,0.3265,-56.43,77.35,133.78,-0.0992,0.1233,0.2225,117.42,0.3623,0.4829
LA Pomersbach,PP,16,4,12,1.0,0.25,0.25,-40.68,92.58,133.26,-0.0346,0.1628,0.1975,123.09,0.25,0.451
KJ Coetzer,PP,32,5,27,2.7,0.6,0.2222,-64.4,81.91,146.31,-0.1071,0.1373,0.2444,136.24,0.2812,0.4168
DA Warner,PP,212,18,194,2.005,0.4444,0.2216,-69.4,74.76,144.17,-0.1231,0.1047,0.2277,138.27,0.2406,0.3876
TM Dilshan,PP,67,13,54,1.662,0.3077,0.1852,-80.38,53.19,133.57,-0.1552,0.0688,0.224,117.98,0.209,0.421
MJ Guptill,PP,98,10,88,1.821,0.6,0.3295,-55.2,79.06,134.26,-0.0739,0.1286,0.2025,128.62,0.3571,0.4162
RS Bopara,PP,14,3,11,11.0,1.0,0.0909,-41.19,65.41,106.6,-0.0621,0.0673,0.1294,97.78,0.2857,0.419
M Vijay,PP,83,10,73,2.781,0.8,0.2877,-36.65,82.36,119.01,-0.0304,0.1334,0.1639,114.6,0.3494,0.4436
S Sohal,PP,13,4,9,1.688,0.75,0.4444,-79.68,47.5,127.18,-0.1528,0.0375,0.1903,102.66,0.5385,0.4759
NV Ojha,PP,31,15,16,0.914,0.4,0.4375,-41.02,81.35,122.37,-0.0686,0.1309,0.1995,102.52,0.4194,0.5296
Ahmed Shehzad,PP,40,9,31,1.914,0.5556,0.2903,-44.87,68.65,113.52,-0.0618,0.1095,0.1714,103.42,0.35,0.4613
GJ Bailey,PP,18,6,12,0.0,0.0,0.0833,-53.09,76.17,129.25,-0.0803,0.1259,0.2062,111.56,0.0556,0.4694
MK Pandey,PP,52,9,43,3.822,0.4444,0.1163,-46.52,81.83,128.36,-0.0886,0.1153,0.204,120.31,0.1731,0.443
ADS Fletcher,PP,35,13,22,2.256,0.6154,0.2727,-28.06,95.46,123.52,-0.0324,0.1383,0.1707,113.09,0.4,0.5002
WTS Porterfield,PP,24,8,16,1.2,0.375,0.3125,-70.24,57.84,128.09,-0.112,0.0828,0.1948,104.67,0.3333,0.4873
PR Stirling,PP,79,13,66,2.688,0.6923,0.2576,-53.47,91.44,144.92,-0.0833,0.1611,0.2445,136.12,0.3291,0.4212
M Raj,PP,28,7,21,1.5,0.1429,0.0952,-33.11,53.27,86.38,-0.035,0.0879,0.1229,78.1,0.1071,0.539
SW Bates,PP,85,20,65,3.611,0.5,0.1385,-28.75,76.81,105.56,-0.017,0.1202,0.1372,98.79,0.2235,0.4607
CM Edwards,PP,37,15,22,2.347,0.5333,0.2273,-21.62,82.24,103.86,-0.0147,0.1488,0.1634,95.1,0.3514,0.5153
Shakib Al Hasan,PP,20,3,17,0.0,0.0,0.1765,-61.88,67.47,129.35,-0.1369,0.0714,0.2083,120.07,0.15,0.4125
DJS Dottin,PP,24,10,14,3.5,0.5,0.1429,-33.14,90.95,124.09,-0.0502,0.1492,0.1994,110.28,0.2917,0.4994
T Chetty,PP,16,6,10,5.0,0.5,0.1,-58.68,55.18,113.86,-0.0995,0.0566,0.1561,91.86,0.25,0.4677
JL Denly,PP,15,5,10,1.2,0.6,0.5,-30.61,78.22,108.84,-0.0648,0.0833,0.1482,98.63,0.5333,0.4954
AA Obanda,PP,19,3,16,1.185,0.6667,0.5625,-53.87,78.48,132.35,-0.1071,0.1232,0.2303,123.85,0.5789,0.4677
H Masakadza,PP,35,13,22,4.513,0.6154,0.1364,-51.45,77.95,129.41,-0.0756,0.1339,0.2095,110.29,0.3143,0.4954
CA Pujara,PP,14,5,9,0.9,0.6,0.6667,-36.45,70.18,106.62,-0.0614,0.1184,0.1798,93.61,0.6429,0.5272
MK Tiwary,PP,10,3,7,,0.3333,0.0,-13.47,94.87,108.34,0.0097,0.139,0.1293,104.3,0.1,0.476
MS Bisla,PP,22,4,18,2.7,0.75,0.2778,-36.09,89.68,125.77,-0.0569,0.1556,0.2125,119.21,0.3636,0.4425
MJ Lumb,PP,52,6,46,2.706,1.0,0.3696,-24.46,108.54,133.0,-0.0249,0.1874,0.2122,130.17,0.4423,0.4176
AT Rayudu,PP,36,8,28,1.167,0.125,0.1071,-42.3,84.14,126.44,-0.0473,0.1428,0.1901,117.04,0.1111,0.4563
KD Karthik,PP,16,4,12,0.0,0.0,0.1667,-49.35,74.14,123.48,-0.0759,0.1227,0.1986,111.15,0.125,0.4863
KJ O'Brien,PP,27,4,23,1.568,0.75,0.4783,-59.19,82.5,141.69,-0.1067,0.1167,0.2234,132.92,0.5185,0.3963
C Kieswetter,PP,24,7,17,1.821,0.4286,0.2353,-44.46,80.4,124.86,-0.0851,0.1047,0.1898,111.89,0.2917,0.477
PG Raut,PP,11,7,4,,0.2857,0.0,-39.32,60.29,99.61,-0.0499,0.0927,0.1426,74.59,0.1818,0.602
SR Taylor,PP,63,22,41,0.932,0.1818,0.1951,-51.06,64.92,115.98,-0.0842,0.0933,0.1775,98.15,0.1905,0.5039
EJ Villani,PP,22,3,19,4.222,0.6667,0.1579,-58.04,61.31,119.35,-0.1045,0.0938,0.1983,111.43,0.2273,0.4527
MA Agarwal,PP,62,6,56,1.556,0.6667,0.4286,-31.55,92.45,124.0,-0.0213,0.1613,0.1826,120.94,0.4516,0.4072
AJ Finch,PP,174,18,156,2.222,0.5556,0.25,-44.11,85.4,129.51,-0.0482,0.1466,0.1947,124.95,0.2816,0.3957
PC Valthaty,PP,14,6,8,2.222,0.8333,0.375,-50.52,83.06,133.57,-0.1168,0.1306,0.2474,111.92,0.5714,0.5575
TD Paine,PP,26,3,23,2.556,1.0,0.3913,-32.15,87.37,119.52,0.0288,0.1859,0.157,115.81,0.4615,0.4207
EJG Morgan,PP,19,8,11,0.688,0.25,0.3636,-71.66,59.27,130.93,-0.1151,0.1122,0.2273,100.75,0.3158,0.5678
M Klinger,PP,52,3,49,3.769,1.0,0.2653,-41.29,72.75,114.04,-0.0141,0.1385,0.1526,111.66,0.3077,0.4067
AC Blizzard,PP,15,4,11,2.75,0.75,0.2727,-76.85,58.74,135.59,-0.1653,0.0574,0.2226,115.1,0.4,0.4468
AD Hales,PP,98,7,91,3.095,0.7143,0.2308,-48.08,100.44,148.52,-0.0568,0.1859,0.2428,145.08,0.2653,0.3805
J Charles,PP,40,13,27,2.967,0.7692,0.2593,-61.49,81.04,142.53,-0.1016,0.1418,0.2434,122.55,0.425,0.4956
MS Wade,PP,63,8,55,3.173,0.75,0.2364,-53.81,84.8,138.61,-0.0813,0.1121,0.1934,131.78,0.3016,0.3541
D van Niekerk,PP,35,17,18,0.635,0.1765,0.2778,-19.32,74.52,93.84,0.0024,0.1183,0.1159,84.45,0.2286,0.5434
DJ Harris,PP,15,5,10,3.333,1.0,0.3,-29.86,79.56,109.42,0.0005,0.1344,0.1339,99.46,0.5333,0.4647
NJ Maddinson,PP,38,5,33,2.829,0.6,0.2121,-23.68,114.35,138.03,-0.0024,0.2201,0.2225,134.91,0.2632,0.4348
UT Khawaja,PP,58,5,53,1.988,0.6,0.3019,-52.33,82.45,134.78,-0.0752,0.1382,0.2134,130.27,0.3276,0.371
MC Henriques,PP,28,3,25,8.333,0.3333,0.04,-66.41,50.5,116.91,-0.0861,0.0556,0.1417,109.79,0.0714,0.3797
CA Lynn,PP,96,12,84,1.4,0.4167,0.2976,-56.74,93.26,150.0,-0.0806,0.1679,0.2485,142.91,0.3125,0.4122
BR Dunk,PP,43,5,38,1.629,0.6,0.3684,-53.73,81.19,134.91,-0.057,0.135,0.192,128.66,0.3953,0.3934
MR Marsh,PP,68,14,54,3.857,0.5714,0.1481,-73.09,78.45,151.54,-0.1048,0.1394,0.2442,136.49,0.2353,0.4282
KS Williamson,PP,68,11,57,4.442,0.5455,0.1228,-62.3,57.18,119.47,-0.1039,0.0692,0.1731,109.4,0.1912,0.4373
LA Marsh,PP,13,7,6,4.286,0.7143,0.1667,-54.19,58.06,112.25,-0.1063,0.0959,0.2022,83.07,0.4615,0.6412
SJ Taylor,PP,20,6,14,0.778,0.1667,0.2143,-26.31,84.1,110.42,-0.0395,0.1271,0.1667,102.52,0.2,0.4743
SJ Myburgh,PP,24,5,19,3.8,0.8,0.2105,-73.44,66.63,140.07,-0.1181,0.1129,0.2311,124.77,0.3333,0.4485
RD Berrington,PP,10,4,6,0.0,0.0,0.3333,-63.07,60.87,123.94,-0.1657,0.0192,0.1849,98.72,0.2,0.5139
F du Plessis,PP,118,16,102,2.125,0.4375,0.2059,-52.33,91.62,143.95,-0.0833,0.1442,0.2275,136.86,0.2373,0.4037
Mandeep Singh,PP,31,4,27,0.562,0.25,0.4444,-32.97,92.92,125.88,-0.0557,0.1541,0.2099,121.63,0.4194,0.4329
MN Samuels,PP,19,6,13,0.867,0.3333,0.3846,-51.49,71.6,123.08,-0.0786,0.1158,0.1944,106.82,0.3684,0.459
A Sharma,PP,10,3,7,2.333,0.6667,0.2857,-50.41,70.85,121.26,-0.0461,0.129,0.1752,106.14,0.4,0.5134
SA Campbelle,PP,13,5,8,0.533,0.2,0.375,-19.43,62.8,82.23,-0.0214,0.0835,0.1049,74.76,0.3077,0.5401
AC Jayangani,PP,90,40,50,3.036,0.425,0.14,-58.16,66.7,124.86,-0.1126,0.1065,0.2191,99.01,0.2667,0.5431
AJ Healy,PP,72,10,62,1.632,0.5,0.3065,-83.63,47.39,131.01,-0.1576,0.0658,0.2234,119.4,0.3333,0.4452
MM Lanning,PP,36,8,28,,0.375,0.0,-43.43,69.92,113.35,-0.0704,0.1177,0.1881,103.7,0.0833,0.5048
JM Bairstow,PP,52,8,44,1.222,0.25,0.2045,-68.18,81.26,149.44,-0.0993,0.1404,0.2397,138.95,0.2115,0.4028
BYA Mendis,PP,16,5,11,1.76,0.8,0.4545,-47.12,71.44,118.56,-0.0957,0.1204,0.2161,103.84,0.5625,0.5287
SFM Devine,PP,50,7,43,1.843,0.4286,0.2326,-46.3,77.79,124.1,-0.0629,0.127,0.1899,117.61,0.26,0.4323
Nahida Khan,PP,21,11,10,2.424,0.7273,0.3,-31.08,55.03,86.12,-0.0225,0.0782,0.1006,69.84,0.5238,0.5463
M Kapp,PP,11,4,7,1.75,0.5,0.2857,-41.78,69.67,111.45,-0.028,0.1395,0.1675,96.26,0.3636,0.5536
Bismah Maroof,PP,35,15,20,,0.2,0.0,-30.58,56.03,86.61,-0.0338,0.0554,0.0892,73.51,0.0857,0.517
Fargana Hoque,PP,18,10,8,,0.3,0.0,-31.89,57.34,89.23,-0.0467,0.064,0.1108,71.51,0.1667,0.535
Sanjida Islam,PP,10,5,5,0.5,0.2,0.4,-31.2,51.8,83.0,-0.0308,0.0617,0.0925,67.4,0.3,0.5529
Kycia A Knight,PP,13,6,7,4.667,0.6667,0.1429,-36.33,42.27,78.6,-0.0291,0.0455,0.0747,61.83,0.3846,0.5657
M du Preez,PP,11,5,6,,0.0,0.0,-40.14,51.61,91.75,-0.0577,0.0703,0.128,73.5,0.0,0.5672
MDKJ Perera,PP,44,4,40,2.5,1.0,0.4,-65.99,67.92,133.91,-0.101,0.1056,0.2065,127.91,0.4545,0.3949
HMD Rasangika,PP,23,7,16,4.571,0.5714,0.125,-83.2,42.77,125.96,-0.1805,0.045,0.2255,100.64,0.2609,0.5002
IA Karim,PP,13,4,9,0.0,0.0,0.3333,-66.23,36.49,102.72,-0.126,0.0208,0.1468,82.34,0.2308,0.4893
M Vohra,PP,30,4,26,1.3,0.5,0.3846,-62.64,76.5,139.14,-0.0685,0.1371,0.2056,130.79,0.4,0.4162
KL Rahul,PP,143,20,123,4.305,0.7,0.1626,-54.78,80.5,135.28,-0.0766,0.1212,0.1977,127.62,0.2378,0.4025
SV Samson,PP,68,8,60,2.045,0.375,0.1833,-57.07,83.92,140.99,-0.0981,0.1315,0.2296,134.27,0.2059,0.4273
GJ Maxwell,PP,41,5,36,2.4,0.8,0.3333,-48.91,110.39,159.3,-0.0766,0.1886,0.2652,153.33,0.3902,0.3705
Javeria Khan,PP,39,14,25,2.381,0.5714,0.24,-44.36,54.97,99.33,-0.0463,0.0901,0.1364,83.4,0.359,0.5136
CMA Shillington,PP,21,8,13,1.625,0.5,0.3077,-48.08,62.95,111.03,-0.0735,0.0791,0.1526,92.71,0.381,0.5113
Q de Kock,PP,149,17,132,2.353,0.5882,0.25,-63.87,80.81,144.69,-0.0993,0.1262,0.2255,137.4,0.2886,0.4
Ayasha Rahman,PP,27,14,13,5.107,0.7857,0.1538,-31.09,52.97,84.06,-0.0428,0.0658,0.1086,67.94,0.4815,0.5662
L Lee,PP,43,16,27,1.898,0.5625,0.2963,-49.63,71.08,120.72,-0.0726,0.1262,0.1989,102.25,0.3953,0.5295
DP Hughes,PP,49,6,43,2.867,0.6667,0.2326,-68.57,54.51,123.08,-0.1314,0.0434,0.1748,114.69,0.2857,0.4222
CJ Simmons,PP,12,3,9,2.25,1.0,0.4444,-41.64,88.14,129.78,-0.0565,0.134,0.1905,119.37,0.5833,0.4482
Sidra Ameen,PP,37,10,27,1.35,0.5,0.3704,-42.8,55.0,97.8,-0.0481,0.0788,0.1269,86.23,0.4054,0.4929
NR Sciver,PP,16,4,12,0.0,0.0,0.0833,-54.12,58.1,112.21,-0.0731,0.1066,0.1798,98.68,0.0625,0.4844
Babar Hayat,PP,25,6,19,0.633,0.1667,0.2632,-62.82,75.4,138.21,-0.0941,0.113,0.2071,123.13,0.24,0.4479
Sikandar Raza,PP,15,8,7,0.875,0.25,0.2857,-88.25,69.2,157.44,-0.1599,0.1112,0.2712,110.38,0.2667,0.5364
MM Ali,PP,12,3,9,,0.3333,0.0,-47.78,105.65,153.44,-0.094,0.1869,0.2809,141.49,0.0833,0.4578
TT Beaumont,PP,45,6,39,2.955,0.8333,0.2821,-55.99,54.1,110.09,-0.0868,0.089,0.1757,102.63,0.3556,0.4518
H Kaur,PP,11,4,7,0.0,0.0,0.1429,-47.2,61.52,108.72,-0.0584,0.103,0.1615,91.56,0.0909,0.5542
Sharmin Akhter,PP,12,9,3,0.333,0.1111,0.3333,-34.25,45.27,79.52,-0.0577,0.0489,0.1066,53.84,0.1667,0.59
S Mandhana,PP,92,17,75,1.681,0.4706,0.28,-66.57,65.53,132.09,-0.1164,0.114,0.2305,119.79,0.3152,0.4523
KK Nair,PP,24,4,20,0.625,0.25,0.4,-69.93,78.15,148.08,-0.1343,0.1254,0.2597,136.43,0.375,0.4189
JJ Roy,PP,79,11,68,1.705,0.7273,0.4265,-69.15,70.85,140.0,-0.1269,0.0942,0.2211,130.37,0.4684,0.4155
HK Matthews,PP,68,23,45,3.634,0.5652,0.1556,-44.56,72.14,116.7,-0.0738,0.1134,0.1871,101.63,0.2941,0.4921
RR Hendricks,PP,60,10,50,2.5,0.6,0.24,-69.64,63.78,133.42,-0.1179,0.0829,0.2009,121.81,0.3,0.4003
KD Shah,PP,11,6,5,0.417,0.1667,0.4,-75.99,54.76,130.76,-0.1429,0.05,0.1929,89.3,0.2727,0.5257
SS Iyer,PP,50,8,42,2.625,0.25,0.0952,-38.56,75.88,114.44,-0.0558,0.1153,0.1711,108.27,0.12,0.443
HH Pandya,PP,10,4,6,3.0,0.5,0.1667,-42.97,82.24,125.21,-0.0711,0.1301,0.2012,108.03,0.3,0.4712
A Balbirnie,PP,46,12,34,1.545,0.5,0.3235,-27.38,88.36,115.74,-0.0137,0.1563,0.17,108.6,0.3696,0.4963
MH Cross,PP,16,5,11,1.467,0.4,0.2727,-90.55,61.94,152.49,-0.1937,0.0799,0.2737,124.2,0.3125,0.4766
Soumya Sarkar,PP,34,8,26,1.3,0.5,0.3846,-74.74,57.18,131.92,-0.1376,0.0663,0.204,114.33,0.4118,0.4512
HG Munsey,PP,56,10,46,1.353,0.5,0.3696,-69.33,78.57,147.9,-0.1237,0.127,0.2507,135.52,0.3929,0.4154
A Vala,PP,26,4,22,1.571,0.5,0.3182,-51.41,69.46,120.87,-0.0715,0.0987,0.1702,112.96,0.3462,0.4098
Anshuman Rath,PP,40,7,33,1.179,0.2857,0.2424,-46.17,72.75,118.93,-0.0512,0.1086,0.1599,110.85,0.25,0.3873
Nizakat Khan,PP,50,3,47,0.87,0.3333,0.383,-51.54,61.91,113.45,-0.0353,0.1143,0.1496,110.36,0.38,0.3861
P Khadka,PP,14,3,11,2.75,1.0,0.3636,-58.39,81.36,139.76,-0.1125,0.1333,0.2458,127.24,0.5,0.4708
TP Ura,PP,26,4,22,5.5,0.75,0.1364,-49.06,91.95,141.01,-0.0829,0.1269,0.2098,133.46,0.2308,0.3841
CNIM Joyce,PP,13,4,9,0.0,0.0,0.2222,-34.65,61.73,96.38,-0.0311,0.0881,0.1192,85.71,0.1538,0.5261
GH Lewis,PP,62,16,46,1.917,0.375,0.1957,-41.14,79.7,120.84,-0.0741,0.1365,0.2106,110.23,0.2419,0.4927
L Delany,PP,11,4,7,,0.0,0.0,-56.15,53.22,109.36,-0.0599,0.099,0.159,88.95,0.0,0.5178
CR Ervine,PP,28,7,21,1.8,0.4286,0.2381,-47.66,60.18,107.84,-0.073,0.0792,0.1522,95.93,0.2857,0.488
Iram Javed,PP,11,5,6,1.2,0.4,0.3333,-56.99,44.24,101.23,-0.0808,0.045,0.1258,75.33,0.3636,0.5142
SC Williams,PP,10,4,6,0.75,0.25,0.3333,-69.25,58.9,128.16,-0.1396,0.0638,0.2034,100.46,0.3,0.4538
RW Chakabva,PP,17,3,14,2.333,1.0,0.4286,-96.4,38.59,134.99,-0.1709,0.0474,0.2183,117.97,0.5294,0.3824
Aqib Ilyas,PP,23,3,20,1.667,0.3333,0.2,-5.28,122.78,128.06,0.0704,0.263,0.1926,127.37,0.2174,0.4413
Rohan Mustafa,PP,10,4,6,1.5,0.25,0.1667,-58.85,78.46,137.31,-0.141,0.1222,0.2632,113.77,0.2,0.4802
Khawar Ali,PP,13,6,7,1.75,0.5,0.2857,-75.05,60.4,135.45,-0.1509,0.0746,0.2254,100.81,0.3846,0.5139
JM Vince,PP,52,6,46,3.833,0.6667,0.1739,-68.69,61.1,129.79,-0.1005,0.0794,0.1798,121.87,0.2308,0.3656
Mohammad Rizwan,PP,70,7,63,3.273,0.5714,0.1746,-56.3,65.4,121.7,-0.0677,0.0982,0.1659,116.07,0.2143,0.3993
Nigar Sultana,PP,15,10,5,0.0,0.0,0.2,-53.05,53.32,106.37,-0.0806,0.0738,0.1544,71.0,0.0667,0.5989
MP Stoinis,PP,60,9,51,3.542,0.5556,0.1569,-57.41,66.42,123.84,-0.1025,0.0836,0.1861,115.22,0.2167,0.4571
TM Head,PP,59,7,52,2.476,0.8571,0.3462,-86.33,76.47,162.8,-0.1575,0.1244,0.2819,152.55,0.4068,0.3883
SD Heazlett,PP,17,5,12,1.44,0.6,0.4167,-66.51,77.85,144.36,-0.0948,0.1201,0.215,124.8,0.4706,0.4406
MD Gunathilaka,PP,22,3,19,1.9,1.0,0.5263,-62.37,71.54,133.91,-0.1029,0.1031,0.206,125.4,0.5909,0.3996
CT Bancroft,PP,37,4,33,4.125,0.5,0.1212,-55.12,64.85,119.97,-0.1098,0.0382,0.148,114.01,0.1622,0.3652
C Munro,PP,52,3,49,5.444,1.0,0.1837,-64.37,79.52,143.9,-0.0863,0.127,0.2133,140.18,0.2308,0.3724
BL Mooney,PP,77,5,72,2.057,0.4,0.1944,-44.75,62.28,107.03,-0.0314,0.1157,0.147,104.13,0.2078,0.4043
Jatinder Singh,PP,38,6,32,2.667,0.6667,0.25,-27.19,94.9,122.09,-0.0258,0.1523,0.1781,117.8,0.3158,0.4072
RH Priest,PP,12,6,6,1.5,0.5,0.3333,-25.71,75.49,101.2,-0.0147,0.1385,0.1532,88.35,0.4167,0.5497
JC Buttler,PP,131,9,122,0.424,0.1111,0.2623,-45.59,101.15,146.74,-0.053,0.1833,0.2362,143.61,0.2519,0.3934
SA Yadav,PP,52,8,44,2.75,0.5,0.1818,-65.12,87.23,152.35,-0.1216,0.139,0.2605,142.33,0.2308,0.4272
RR Pant,PP,23,3,20,0.0,0.0,0.15,-49.05,81.11,130.16,-0.0562,0.15,0.2062,123.76,0.1304,0.4337
N Rana,PP,24,5,19,5.7,0.6,0.1053,-68.97,78.52,147.49,-0.1081,0.1548,0.2629,133.12,0.2083,0.4546
E Lewis,PP,48,3,45,2.143,0.6667,0.3111,-66.31,87.61,153.92,-0.0973,0.151,0.2482,149.78,0.3333,0.3961
Babar Azam,PP,81,14,67,2.393,0.5,0.209,-52.68,70.88,123.56,-0.0699,0.1105,0.1804,114.45,0.2593,0.4026
