player,phase,total_innings,high_pressure_innings,low_pressure_innings,pts,high_dismissal_rate,low_dismissal_rate,sr_delta,high_pressure_sr,low_pressure_sr,boundary_delta,high_pressure_boundary_pct,low_pressure_boundary_pct,overall_sr,overall_dismissal_rate,overall_dot_density
Aminata Kamara,MO,11,4,7,3.5,1.0,0.2857,-6.94,78.5,85.44,0.0378,0.0957,0.0579,82.92,0.5455,0.4239
KA Green,MO,31,16,15,1.719,0.6875,0.4,-23.29,69.31,92.6,-0.0135,0.0739,0.0874,80.58,0.5484,0.499
S Mosweu,MO,11,7,4,2.286,0.5714,0.25,-65.9,60.27,126.18,-0.1394,0.063,0.2024,84.24,0.4545,0.4498
W Mwatile,MO,32,26,6,1.269,0.4231,0.3333,-37.73,62.68,100.42,-0.0407,0.0658,0.1065,69.76,0.4062,0.5457
Yasmeen Khan,MO,39,15,24,1.778,0.6667,0.375,-45.02,66.05,111.07,-0.058,0.0639,0.1218,93.75,0.4872,0.4237
A Gardner,MO,32,5,27,1.62,0.6,0.3704,-34.31,92.33,126.65,-0.03,0.122,0.152,121.28,0.4062,0.3408
SIR Dunkley,MO,17,3,14,2.333,1.0,0.4286,-41.24,82.03,123.27,-0.0232,0.0929,0.1161,115.99,0.5294,0.2913
CA Henry,MO,16,10,6,0.9,0.3,0.3333,-70.69,64.67,135.36,-0.0996,0.0682,0.1678,91.18,0.3125,0.4569
SO Hetmyer,MO,43,9,34,1.556,0.7778,0.5,-48.84,92.6,141.44,-0.0279,0.1269,0.1548,131.22,0.5581,0.3168
DR Sams,MO,18,3,15,0.714,0.3333,0.4667,-62.45,87.88,150.33,-0.0777,0.0909,0.1686,139.92,0.4444,0.2946
JJS Sangha,MO,20,3,17,1.7,1.0,0.5882,-62.9,57.5,120.4,-0.1171,0.0,0.1171,110.97,0.65,0.3007
NR Hobson,MO,13,4,9,0.9,0.5,0.5556,-51.77,82.69,134.46,-0.0462,0.1102,0.1565,118.53,0.5385,0.3398
DS Airee,MO,38,4,34,1.417,0.5,0.3529,-55.91,69.41,125.32,-0.0777,0.0428,0.1205,119.44,0.3684,0.2914
Mohammad Nadeem,MO,18,4,14,0.438,0.25,0.5714,-45.18,65.8,110.97,-0.0489,0.0218,0.0706,100.93,0.5,0.3123
MW Harvey,MO,16,3,13,1.625,1.0,0.6154,-42.57,67.05,109.62,-0.0688,0.0417,0.1104,101.64,0.6875,0.3407
Amna Tariq,MO,12,9,3,2.0,0.6667,0.3333,-37.65,37.17,74.82,-0.0028,0.0095,0.0123,46.58,0.5833,0.5709
KY Chan,MO,36,15,21,1.75,0.6667,0.381,-46.26,58.44,104.7,-0.0455,0.0489,0.0945,85.43,0.5,0.4003
Siow Tzin Yee,MO,13,5,8,0.8,0.2,0.25,-42.72,66.26,108.99,-0.0498,0.0602,0.11,92.56,0.2308,0.4147
KKN Egodage,MO,43,17,26,1.251,0.5294,0.4231,-35.69,58.28,93.96,-0.0429,0.036,0.0789,79.86,0.4651,0.4082
I Barma,MO,31,10,21,1.167,0.5,0.4286,-41.03,52.61,93.63,-0.032,0.0399,0.0719,80.4,0.4516,0.4437
RC Belbashi,MO,32,18,14,7.778,0.5556,0.0714,-41.44,65.74,107.18,-0.0346,0.0763,0.1108,83.87,0.3438,0.4713
SR Magar,MO,17,7,10,1.429,0.5714,0.4,-38.86,52.92,91.78,-0.0221,0.0446,0.0668,75.78,0.4706,0.4076
Y Daswani,MO,31,17,14,1.647,0.4706,0.2857,-36.76,56.04,92.81,-0.0302,0.025,0.0552,72.65,0.3871,0.4498
SL Gomez,MO,10,5,5,4.0,0.8,0.2,-43.25,44.89,88.13,-0.0182,0.045,0.0632,66.51,0.5,0.4657
Ainna Hamizah Hashim,MO,17,12,5,1.667,0.3333,0.2,-16.45,53.59,70.03,-0.0007,0.0517,0.0524,58.42,0.2941,0.575
B Rawal,MO,10,6,4,1.0,0.5,0.5,-5.21,73.08,78.29,0.0146,0.0687,0.0541,75.16,0.5,0.4604
Maryam Omar,MO,20,9,11,0.611,0.2222,0.3636,-44.63,52.03,96.66,-0.0497,0.0298,0.0795,76.58,0.3,0.4492
Priyada Murali,MO,14,7,7,3.0,0.8571,0.2857,-29.67,60.62,90.29,-0.0336,0.0507,0.0843,75.46,0.5714,0.4797
JO Holder,MO,20,6,14,1.867,0.6667,0.3571,-38.71,102.64,141.35,-0.029,0.1333,0.1623,129.74,0.45,0.3563
A Mokgotlhe,MO,10,6,4,,0.6667,0.0,-81.79,37.46,119.24,-0.1395,0.0256,0.1651,70.17,0.4,0.4999
I van Zyl,MO,11,8,3,2.25,0.75,0.3333,-26.66,43.66,70.32,0.0104,0.0104,0.0,50.93,0.6364,0.5374
SA Wittmann,MO,22,11,11,1.8,0.8182,0.4545,-47.63,67.69,115.32,-0.0733,0.0744,0.1477,91.5,0.6364,0.4525
R Parag,MO,33,4,29,1.812,0.75,0.4138,-25.77,104.54,130.31,-0.0186,0.1236,0.1422,127.18,0.4545,0.2913
S Dube,MO,56,6,50,1.515,0.6667,0.44,-43.3,96.46,139.77,-0.0749,0.0948,0.1698,135.13,0.4643,0.3001
CS Mugeri-Tiripano,MO,27,9,18,2.0,0.7778,0.3889,-34.53,80.2,114.73,-0.0145,0.091,0.1055,103.22,0.5185,0.3811
N Navaika,MO,13,7,6,1.714,0.5714,0.3333,-24.07,49.35,73.43,-0.0279,0.0265,0.0545,60.46,0.4615,0.5077
NPAN Sakarini,MO,20,10,10,1.5,0.6,0.4,-39.06,63.05,102.11,-0.026,0.072,0.098,82.58,0.5,0.4391
Erika Oda,MO,11,5,6,1.2,0.8,0.6667,-36.79,63.28,100.08,-0.0628,0.0477,0.1105,83.35,0.7273,0.4435
C Magaia,MO,10,5,5,4.0,0.8,0.2,-48.36,56.78,105.15,-0.0098,0.0911,0.1009,80.97,0.5,0.421
JA Diergaardt,MO,20,11,9,1.023,0.4545,0.4444,-34.71,57.44,92.15,-0.0321,0.0399,0.072,73.06,0.45,0.4677
M Mupachikwa,MO,31,14,17,1.7,0.5,0.2941,-29.83,71.84,101.67,-0.0354,0.0664,0.1017,88.2,0.3871,0.4194
C Uwamahoro,MO,10,6,4,1.0,0.5,0.5,-33.85,63.23,97.08,-0.0046,0.0806,0.0852,76.77,0.5,0.488
H Ishimwe,MO,26,10,16,1.6,0.5,0.3125,-40.03,61.39,101.42,-0.0174,0.0776,0.095,86.02,0.3846,0.4469
J Mbabazi,MO,26,16,10,1.719,0.6875,0.4,-29.53,63.41,92.94,-0.023,0.0631,0.0861,74.77,0.5769,0.4723
MD Bimenyimana,MO,27,16,11,1.547,0.5625,0.3636,-16.57,68.27,84.84,0.0199,0.0706,0.0507,75.02,0.4815,0.4772
G Ishimwe,MO,23,11,12,2.182,0.7273,0.3333,-44.17,59.95,104.12,-0.0709,0.0347,0.1056,83.0,0.5217,0.4303
S Uwera,MO,10,7,3,1.5,1.0,0.6667,-32.56,41.73,74.29,0.0143,0.023,0.0088,51.5,0.9,0.5806
SE Rutherford,MO,20,4,16,3.0,0.75,0.25,-19.0,117.5,136.5,-0.0191,0.1687,0.1878,132.7,0.35,0.3458
M Yanagida,MO,18,10,8,1.6,0.4,0.25,-42.87,54.76,97.63,-0.0591,0.0329,0.092,73.81,0.3333,0.4386
S Solman,MO,11,3,8,5.333,0.6667,0.125,-42.87,60.56,103.43,-0.0269,0.0486,0.0755,91.74,0.2727,0.3819
S Sriharsha,MO,12,5,7,2.8,0.8,0.2857,-25.6,76.87,102.48,0.0116,0.099,0.0874,91.81,0.5,0.4196
T Brits,MO,24,3,21,1.75,0.6667,0.381,-32.39,90.35,122.74,-0.0233,0.1178,0.1411,118.7,0.4167,0.3101
DM Nakrani,MO,23,9,14,1.556,0.6667,0.4286,-50.42,82.74,133.16,-0.0635,0.0841,0.1476,113.43,0.5217,0.3845
Riazat Ali Shah,MO,39,4,35,1.75,0.5,0.2857,-27.2,93.94,121.14,-0.008,0.1144,0.1224,118.35,0.3077,0.3221
T Perera,MO,11,6,5,1.667,0.6667,0.4,-52.09,64.82,116.91,-0.0606,0.0539,0.1145,88.5,0.5455,0.4748
I Danladi,MO,33,11,22,1.455,0.7273,0.5,-37.97,82.22,120.19,-0.0449,0.0879,0.1328,107.54,0.5758,0.4043
IO Okpe,MO,22,7,15,2.679,0.7143,0.2667,-50.08,58.33,108.41,-0.0379,0.0365,0.0744,92.47,0.4091,0.3922
K Motlanka,MO,21,7,14,2.4,0.8571,0.3571,-48.59,64.12,112.72,-0.091,0.0339,0.1248,96.52,0.5238,0.375
R Nehonde,MO,18,8,10,1.25,0.75,0.6,-47.17,72.76,119.93,-0.0359,0.0863,0.1222,98.97,0.6667,0.4431
IA Karim,MO,25,3,22,1.833,0.6667,0.3636,-11.4,93.65,105.05,0.0229,0.1148,0.0919,103.69,0.4,0.3004
R Stokell,MO,12,5,7,2.1,0.6,0.2857,-44.6,60.07,104.67,-0.0885,0.0225,0.111,86.08,0.4167,0.3512
E Iloku,MO,17,7,10,1.02,0.7143,0.7,-13.82,67.43,81.26,0.0234,0.0672,0.0437,75.56,0.7059,0.4414
B Ward,MO,14,5,9,0.72,0.4,0.5556,-48.98,74.55,123.52,-0.0208,0.0874,0.1082,106.03,0.5,0.387
H Singh,MO,16,4,12,1.714,1.0,0.5833,-69.93,60.53,130.46,-0.1064,0.0397,0.1461,112.97,0.6875,0.3363
MWR Stokes,MO,19,4,15,1.607,0.75,0.4667,-56.98,73.88,130.87,-0.0352,0.0858,0.1209,118.87,0.5263,0.3024
M Syahadat Ramli,MO,15,4,11,1.375,0.5,0.3636,-56.17,54.76,110.93,-0.0802,0.0417,0.1219,95.95,0.4,0.3942
Syed Aziz,MO,36,5,31,1.722,1.0,0.5806,-71.52,64.69,136.21,-0.1049,0.0504,0.1553,126.28,0.6389,0.3102
Ahmed Hassan,MO,18,6,12,2.0,1.0,0.5,-71.72,65.07,136.79,-0.1041,0.064,0.1681,112.88,0.6667,0.3971
PA Chatterji,MO,16,6,10,1.667,0.8333,0.5,-21.84,66.26,88.1,0.0337,0.0921,0.0584,79.91,0.625,0.4309
Ahmed Faiz,MO,40,4,36,1.5,0.75,0.5,-54.79,77.04,131.83,-0.0594,0.0774,0.1368,126.35,0.525,0.2676
CM Gough,MO,24,5,19,0.0,0.0,0.2632,-36.43,61.42,97.84,-0.0298,0.0551,0.0849,90.25,0.2083,0.3357
L Jack,MO,16,7,9,0.257,0.1429,0.5556,-16.25,72.09,88.34,0.0468,0.0907,0.0439,81.23,0.375,0.4133
R Rijke,MO,35,9,26,1.838,0.7778,0.4231,-49.57,62.96,112.52,-0.0602,0.0536,0.1138,99.78,0.5143,0.371
Mohamed Rishwan,MO,12,6,6,0.8,0.6667,0.8333,-42.96,54.02,96.98,-0.0417,0.0398,0.0815,75.5,0.75,0.4917
Virandeep Singh,MO,48,5,43,2.15,1.0,0.4651,-57.8,68.86,126.66,-0.0689,0.069,0.1379,120.64,0.5208,0.3006
Muhammad Tanveer,MO,32,7,25,1.623,0.7143,0.44,-43.36,82.39,125.75,-0.0514,0.0873,0.1388,116.26,0.5,0.3559
S Chandramohan,MO,16,4,12,2.0,1.0,0.5,-43.76,84.99,128.75,-0.0363,0.1235,0.1598,117.81,0.625,0.3716
MNM Aslam,MO,21,4,17,1.062,0.5,0.4706,-58.04,64.02,122.06,-0.0564,0.0736,0.1301,111.0,0.4762,0.32
IJR Zwilling,MO,16,9,7,1.296,0.5556,0.4286,-23.38,58.04,81.42,-0.0159,0.0331,0.049,68.27,0.5,0.4563
O Prendergast,MO,32,8,24,1.75,0.875,0.5,-44.81,75.91,120.72,-0.0347,0.09,0.1247,109.52,0.5938,0.3545
Aaron Jones,MO,22,6,16,3.2,1.0,0.3125,-18.22,97.2,115.42,0.0161,0.1228,0.1067,110.45,0.5,0.3664
DMW Rawlins,MO,20,5,15,3.0,0.8,0.2667,-80.29,90.56,170.85,-0.0958,0.1294,0.2252,150.78,0.4,0.3354
V Mbazo,MO,10,7,3,1.286,0.8571,0.6667,-29.6,62.26,91.85,-0.0293,0.0411,0.0704,71.14,0.8,0.5051
JP Kotze,MO,16,5,11,1.257,0.8,0.6364,-42.0,84.5,126.5,-0.0844,0.0686,0.153,113.37,0.6875,0.3834
MG Erasmus,MO,44,6,38,0.745,0.3333,0.4474,-44.06,84.46,128.51,-0.038,0.0873,0.1253,122.51,0.4318,0.303
Saad Bin Zafar,MO,11,3,8,0.889,0.3333,0.375,-59.34,54.52,113.86,-0.0827,0.0342,0.1169,97.67,0.3636,0.3697
JN Frylinck,MO,20,3,17,1.417,0.6667,0.4706,-20.19,92.54,112.73,0.0232,0.1224,0.0992,109.7,0.5,0.3076
GK Diviya,MO,20,15,5,0.778,0.4667,0.6,-48.84,41.88,90.72,-0.0553,0.0183,0.0736,54.09,0.5,0.5359
Murshida Khatun,MO,18,7,11,1.886,0.8571,0.4545,-22.53,76.8,99.32,-0.0153,0.0749,0.0902,90.56,0.6111,0.4001
S Sunday,MO,19,10,9,4.05,0.9,0.2222,-47.23,57.66,104.89,-0.0616,0.0722,0.1339,80.03,0.5789,0.4952
Afif Hossain,MO,23,3,20,3.333,1.0,0.3,-29.68,96.72,126.4,-0.0341,0.102,0.1362,122.53,0.3913,0.3289
S Gajnabi,MO,11,6,5,,0.1667,0.0,-33.6,57.14,90.74,-0.0487,0.0398,0.0885,72.41,0.0909,0.4546
M Hill,MO,30,9,21,1.556,0.6667,0.4286,-44.01,70.71,114.73,-0.0576,0.0688,0.1264,101.52,0.5,0.3781
Kushal Malla,MO,20,8,12,1.5,0.75,0.5,-72.87,71.24,144.11,-0.1006,0.0711,0.1717,114.96,0.6,0.3978
Shafali Verma,MO,30,3,27,1.5,1.0,0.6667,-14.26,112.4,126.66,0.0258,0.1817,0.1559,125.24,0.7,0.2756
S Muniandy,MO,18,4,14,1.556,1.0,0.6429,-31.51,79.67,111.18,-0.0433,0.0522,0.0955,104.18,0.7222,0.3307
Aritra Dutta,MO,12,4,8,0.857,0.75,0.875,-63.89,95.46,159.35,-0.093,0.1307,0.2236,138.05,0.8333,0.3645
GJ Delany,MO,15,3,12,0.889,0.6667,0.75,-85.69,55.53,141.22,-0.159,0.0,0.159,124.08,0.7333,0.3365
MR Adair,MO,13,5,8,4.0,1.0,0.25,-15.85,86.41,102.26,0.009,0.0998,0.0908,96.17,0.5385,0.3933
ZE Green,MO,17,5,12,1.371,0.8,0.5833,-42.23,61.56,103.79,-0.0322,0.0525,0.0846,91.37,0.6471,0.359
VD Adewoye,MO,10,3,7,3.5,1.0,0.2857,-55.24,85.0,140.24,-0.072,0.1208,0.1928,123.66,0.5,0.4111
NR Kirton,MO,17,3,14,3.5,1.0,0.2857,-45.2,84.42,129.61,-0.0514,0.0816,0.133,121.64,0.4118,0.3278
RN Patel,MO,13,3,10,1.667,0.6667,0.4,-62.17,73.17,135.35,-0.0927,0.0392,0.1319,121.0,0.4615,0.2948
Sulaimon Runsewe,MO,16,4,12,1.286,0.75,0.5833,-52.43,61.02,113.46,-0.0501,0.04,0.0901,100.35,0.625,0.3249
JO Adedeji,MO,25,14,11,1.122,0.7143,0.6364,-27.89,74.89,102.78,-0.0156,0.073,0.0886,87.16,0.68,0.4594
Yasir Ali,MO,14,3,11,1.222,0.6667,0.5455,-0.98,106.82,107.79,0.073,0.1641,0.0912,107.58,0.5714,0.3445
PWH de Silva,MO,16,4,12,0.6,0.5,0.8333,-56.42,73.57,129.98,-0.0698,0.0787,0.1485,115.88,0.75,0.3249
SR Bhudia,MO,17,4,13,3.25,1.0,0.3077,-45.71,84.74,130.46,-0.0284,0.1191,0.1475,119.7,0.4706,0.3368
Khushdil Shah,MO,15,5,10,1.2,0.6,0.5,-31.39,77.47,108.86,-0.0468,0.0716,0.1183,98.4,0.5333,0.4026
RM Dorji,MO,17,6,11,1.528,0.8333,0.5455,-25.22,81.52,106.74,-0.0283,0.0788,0.1071,97.84,0.6471,0.4149
BA King,MO,20,3,17,1.417,1.0,0.7059,-76.05,59.22,135.28,-0.1097,0.0559,0.1656,123.87,0.75,0.3399
Azyan Farhath,MO,16,5,11,4.4,0.8,0.1818,-19.48,66.69,86.17,0.0013,0.0476,0.0463,80.08,0.375,0.3883
J Singye,MO,14,8,6,1.0,0.5,0.5,-13.21,66.32,79.54,0.0112,0.049,0.0378,71.99,0.5,0.4606
LS Livingstone,MO,52,4,48,1.44,0.75,0.5208,-38.85,107.04,145.89,-0.0606,0.1116,0.1722,142.91,0.5385,0.2625
A Doddaballapur,MO,13,6,7,2.333,0.6667,0.2857,-48.43,34.93,83.36,-0.0609,0.0,0.0609,61.0,0.4615,0.4377
PE Mendonca,MO,12,3,9,2.0,0.6667,0.3333,-8.49,66.67,75.16,0.0208,0.0667,0.0458,73.03,0.4167,0.3619
RM Ghosh,MO,22,7,15,0.612,0.2857,0.4667,-27.03,96.23,123.27,-0.0377,0.1368,0.1745,114.67,0.4091,0.4096
Imran Ali Butt,MO,10,4,6,2.0,1.0,0.5,-37.56,75.38,112.94,-0.044,0.0692,0.1133,97.92,0.7,0.3703
Usman Patel,MO,28,4,24,1.385,0.75,0.5417,-39.49,101.58,141.07,-0.0644,0.115,0.1794,135.43,0.5714,0.3174
Fiaz Ahmed,MO,30,4,26,1.0,0.5,0.5,-41.91,82.35,124.25,-0.0522,0.0686,0.1207,118.67,0.5,0.3328
Junaid Aziz,MO,16,7,9,2.571,0.5714,0.2222,-31.26,82.26,113.52,-0.0148,0.1011,0.1159,99.85,0.375,0.4596
V Aravind,MO,17,3,14,3.5,1.0,0.2857,-41.4,59.93,101.33,-0.0118,0.063,0.0748,94.03,0.4118,0.3656
Basil Hameed,MO,15,5,10,1.333,0.4,0.3,-33.96,82.19,116.15,-0.0098,0.0771,0.0869,104.83,0.3333,0.3496
S Mostary,MO,17,7,10,1.429,1.0,0.7,-16.22,65.92,82.15,0.0143,0.0698,0.0555,75.47,0.8235,0.4415
K Vijayaraghavan,MO,12,7,5,1.071,0.4286,0.4,-40.85,28.0,68.86,-0.0382,0.0075,0.0457,45.03,0.4167,0.5142
Saber Zakhil,MO,14,6,8,1.333,0.6667,0.5,-101.94,86.66,188.6,-0.1834,0.0985,0.282,144.91,0.5714,0.4094
Shaheryar Butt,MO,17,6,11,0.524,0.3333,0.6364,-52.46,91.83,144.28,-0.0522,0.1346,0.1868,125.77,0.5294,0.3894
A Ashokan,MO,17,4,13,1.625,0.75,0.4615,-56.23,60.77,117.01,-0.0785,0.0173,0.0957,103.77,0.5294,0.3137
J Mees,MO,15,3,12,1.143,0.6667,0.5833,-69.2,64.42,133.62,-0.0903,0.0751,0.1653,119.78,0.6,0.3577
V Vijh,MO,16,3,13,6.5,1.0,0.1538,-31.9,67.98,99.88,-0.0409,0.0465,0.0874,93.9,0.3125,0.3474
D Padikkal,MO,35,3,32,1.455,1.0,0.6875,-92.38,33.33,125.72,-0.1442,0.0,0.1442,117.8,0.7143,0.3018
RD Gaikwad,MO,39,3,36,1.5,0.6667,0.4444,-65.29,78.08,143.37,-0.085,0.0747,0.1598,138.34,0.4615,0.23
IA De Silva,MO,11,3,8,0.889,0.6667,0.75,-47.81,75.12,122.93,-0.0791,0.091,0.1701,109.89,0.7273,0.3879
S Periyalwar,MO,12,4,8,1.0,0.5,0.5,-21.03,77.76,98.79,-0.0093,0.1055,0.1148,91.78,0.5,0.4224
Abdul Samad,MO,13,4,9,,0.5,0.0,-52.37,92.6,144.97,-0.097,0.0836,0.1806,128.85,0.1538,0.3101
M Shumba,MO,11,4,7,3.5,1.0,0.2857,-50.61,61.73,112.34,-0.0451,0.0458,0.0909,93.94,0.5455,0.337
WG Jacks,MO,16,5,11,1.1,1.0,0.9091,-59.85,73.97,133.83,-0.1035,0.0582,0.1616,115.12,0.9375,0.3693
P Nissanka,MO,31,3,28,2.0,1.0,0.5,-43.83,85.11,128.94,0.0025,0.1339,0.1314,124.7,0.5484,0.2644
AC Kerr,MO,35,5,30,3.0,1.0,0.3333,-51.15,62.17,113.32,-0.0841,0.0194,0.1034,106.01,0.4286,0.3001
BM Halliday,MO,13,5,8,1.067,0.4,0.375,-17.18,80.09,97.28,0.0323,0.0909,0.0586,90.67,0.3846,0.4167
A Bosch,MO,23,6,17,1.889,1.0,0.5294,-23.15,95.55,118.7,-0.0024,0.129,0.1314,112.66,0.6522,0.3688
RB Patel,MO,17,4,13,3.25,1.0,0.3077,-66.14,56.8,122.94,-0.1399,0.0109,0.1508,107.38,0.4706,0.2857
K Waiswa,MO,14,6,8,1.333,0.6667,0.5,-13.93,93.38,107.32,-0.0087,0.1117,0.1205,101.35,0.5714,0.4146
M Shahrukh Khan,MO,12,4,8,0.5,0.25,0.5,-72.75,83.44,156.2,-0.1374,0.0722,0.2097,131.94,0.4167,0.3377
Aasif Sheikh,MO,25,3,22,1.222,1.0,0.8182,-33.31,82.39,115.69,-0.0488,0.0606,0.1094,111.7,0.84,0.3122
Shahbaz Ahmed,MO,13,3,10,2.5,1.0,0.4,-43.32,66.66,109.98,-0.0461,0.0426,0.0887,99.98,0.5385,0.3168
Aqib Iqbal,MO,22,6,16,1.524,0.6667,0.4375,-54.72,70.47,125.19,-0.0711,0.0518,0.1229,110.27,0.5,0.343
A Lister,MO,11,3,8,1.6,1.0,0.625,-52.94,69.52,122.46,-0.0596,0.0905,0.1501,108.03,0.7273,0.388
Q Abel,MO,16,4,12,2.4,1.0,0.4167,-35.25,90.59,125.85,-0.0002,0.1611,0.1614,117.03,0.5625,0.3588
E Van Zyl,MO,11,6,5,4.167,0.8333,0.2,-29.48,58.44,87.92,-0.0322,0.0331,0.0652,71.84,0.5455,0.4671
P Mishra,MO,11,7,4,1.429,0.7143,0.5,-65.64,72.79,138.43,-0.1345,0.0773,0.2118,96.66,0.6364,0.4896
LA Dunbar,MO,17,8,9,1.125,0.5,0.4444,-68.03,62.63,130.66,-0.1277,0.0569,0.1846,98.65,0.4706,0.4285
Fatima Sana,MO,10,4,6,1.5,0.25,0.1667,-58.44,67.74,126.19,-0.0682,0.0715,0.1397,102.81,0.2,0.4182
B Arora,MO,15,6,9,3.75,0.8333,0.2222,-15.67,71.21,86.88,-0.0051,0.0803,0.0854,80.61,0.4667,0.4272
VP Thamotharam,MO,29,3,26,2.0,1.0,0.5,-51.15,95.1,146.24,-0.0327,0.1451,0.1778,140.95,0.5517,0.3129
GH Dockrell,MO,20,3,17,2.833,0.6667,0.2353,-64.67,67.35,132.02,-0.0972,0.0452,0.1424,122.32,0.3,0.2618
F Overdijk,MO,10,6,4,2.0,0.5,0.25,-52.94,45.71,98.66,-0.0982,0.0,0.0982,66.89,0.4,0.4802
Sher Sahak,MO,10,3,7,3.5,1.0,0.2857,-26.01,113.24,139.24,-0.0264,0.1239,0.1503,131.44,0.5,0.3907
Usman Khan,MO,19,5,14,1.05,0.6,0.5714,-45.7,82.89,128.59,-0.0355,0.0994,0.1349,116.57,0.5789,0.3393
D Ndikubwimana,MO,25,17,8,1.035,0.6471,0.625,-36.8,64.93,101.73,-0.0366,0.0449,0.0815,76.7,0.64,0.4776
E Niyomugabo,MO,10,6,4,1.333,1.0,0.75,-88.92,48.29,137.21,-0.1196,0.0128,0.1324,83.86,0.9,0.4704
O Tuyisenge,MO,20,8,12,0.818,0.75,0.9167,-39.58,71.88,111.45,-0.0812,0.0428,0.124,95.62,0.85,0.4388
OH Agbomadzie,MO,16,8,8,2.0,0.75,0.375,-56.47,57.62,114.1,-0.0672,0.0531,0.1204,85.86,0.5625,0.4164
C Rububagumya,MO,20,10,10,1.25,0.5,0.4,-40.17,61.91,102.08,-0.0424,0.0382,0.0806,82.0,0.45,0.4309
R Bakum,MO,12,4,8,1.143,1.0,0.875,-50.42,78.33,128.75,-0.0814,0.075,0.1564,111.94,0.9167,0.3741
AK Mohan,MO,10,6,4,2.0,1.0,0.5,-26.81,78.85,105.66,-0.0209,0.0724,0.0934,89.58,0.8,0.4491
VS Padhaal,MO,12,5,7,1.867,0.8,0.4286,-49.55,54.37,103.91,-0.0659,0.0111,0.077,83.27,0.5833,0.3814
M Musonda,MO,19,3,16,1.6,1.0,0.625,-39.69,68.89,108.58,-0.0441,0.0556,0.0997,102.31,0.6842,0.3539
J Nkomo,MO,12,5,7,0.0,0.0,0.1429,-35.59,57.52,93.1,-0.0265,0.0453,0.0718,78.28,0.0833,0.4506
B George,MO,11,3,8,1.333,0.6667,0.5,-71.26,68.66,139.92,-0.0877,0.0648,0.1525,120.49,0.5455,0.3513
S Mtae,MO,13,3,10,1.667,1.0,0.6,-60.04,50.3,110.34,-0.0964,0.0238,0.1202,96.49,0.6923,0.3553
DA Blignaut,MO,13,6,7,2.333,1.0,0.4286,-20.48,86.16,106.64,-0.0019,0.0962,0.0981,97.19,0.6923,0.4301
O Olaleye,MO,10,5,5,5.0,1.0,0.2,-44.6,79.69,124.29,-0.0271,0.102,0.1291,101.99,0.6,0.4599
HM Omary,MO,20,10,10,1.667,0.5,0.3,-34.83,67.02,101.85,-0.0328,0.0545,0.0873,84.43,0.4,0.3979
P Alako,MO,17,9,8,1.333,0.3333,0.25,-21.02,79.25,100.27,-0.006,0.0978,0.1038,89.14,0.2941,0.4727
R Mazumder,MO,13,3,10,1.667,0.6667,0.4,-37.27,81.61,118.88,-0.0458,0.0827,0.1286,110.28,0.4615,0.2986
S Hook,MO,10,5,5,1.333,0.8,0.6,-56.93,72.45,129.38,-0.1169,0.0486,0.1655,100.92,0.7,0.4568
TM McGrath,MO,23,6,17,2.833,0.6667,0.2353,-35.13,99.97,135.11,-0.027,0.1657,0.1927,125.94,0.3478,0.3583
Surya Anand,MO,10,4,6,4.5,0.75,0.1667,-45.36,61.41,106.77,-0.0251,0.0357,0.0608,88.63,0.4,0.372
ZM Tribe,MO,14,3,11,0.815,0.6667,0.8182,-51.51,64.1,115.62,-0.0841,0.0256,0.1097,104.58,0.7857,0.3318
Ayan Khan,MO,20,6,14,0.778,0.5,0.6429,-16.53,79.06,95.6,0.0277,0.0917,0.0639,90.64,0.6,0.3722
J Bangura,MO,13,6,7,1.556,0.6667,0.4286,-11.72,68.7,80.42,0.022,0.0548,0.0328,75.01,0.5385,0.4737
L Lamin,MO,14,8,6,1.875,0.625,0.3333,-75.71,55.62,131.34,-0.106,0.0416,0.1477,88.07,0.5,0.48
SA Okpe,MO,25,12,13,2.167,0.6667,0.3077,-47.44,69.95,117.39,-0.0384,0.0659,0.1043,94.62,0.48,0.4279
Mohamed Azzam,MO,12,6,6,1.667,0.8333,0.5,-25.46,56.72,82.17,-0.0353,0.03,0.0653,69.44,0.6667,0.4656
Hisham Sheikh,MO,14,3,11,1.467,0.6667,0.4545,-25.86,66.65,92.5,-0.0368,0.0152,0.0519,86.96,0.5,0.3526
Shiraz Khan,MO,10,5,5,1.0,0.2,0.2,3.99,84.84,80.85,0.0482,0.0835,0.0353,82.84,0.2,0.4425
K Nassoro,MO,31,15,16,1.829,0.8,0.4375,-43.64,72.7,116.35,-0.0564,0.0753,0.1316,95.23,0.6129,0.4014
SA Jumbe,MO,10,6,4,1.0,0.5,0.5,-69.82,50.05,119.87,-0.0879,0.0397,0.1276,77.98,0.5,0.5181
Irfan Hafejee,MO,12,7,5,0.893,0.7143,0.8,-72.24,56.12,128.36,-0.1,0.0596,0.1596,86.22,0.75,0.4841
A Ferguson,MO,15,5,10,1.2,0.6,0.5,-36.04,67.88,103.92,-0.0401,0.0615,0.1016,91.9,0.5333,0.396
Aysha,MO,18,5,13,1.733,0.8,0.4615,-72.45,63.11,135.57,-0.1345,0.0381,0.1726,115.44,0.5556,0.3198
S Dhadwal,MO,10,7,3,1.286,0.4286,0.3333,-8.69,57.18,65.87,0.0395,0.0625,0.023,59.79,0.4,0.5513
